name;country;iata;city
Timiskaming Regional, OT;Canada;YXR;Earlton
PRINCE GEORG;Canada;YXS;Prince George
TERRACE;Canada;YXT;Terrace
London;Canada;YXU;London
Abbotsford, BC;Canada;YXX;
Whitehorse, YT;Canada;YXY;
Wawa, OT;Canada;YXZ;
Yacht Club, BC;Canada;YYA;Big Bay
NORTH BAY;Canada;YYB;North Bay
Calgary;Canada;YYC;Calgary
Smithers, BC;Canada;YYD;
Fort Nelson, BC;Canada;YYE;
PENTICTON;Canada;YYF;Penticton
Charlottetown;Canada;YYG;Charlottetown
Taloyoak, NT;Canada;YYH;
Rivers, MN;Canada;YYI;
Victoria;Canada;YYJ;Victoria
Lynn Lake, MN;Canada;YYL;
Cowley, AL;Canada;YYM;
Swift Current, SA;Canada;YYN;
Churchill, MN;Canada;YYQ;
Goosebay;Canada;YYR;Goose Bay
St.Johns;Canada;YYT;St.Johns
Kapuskasing, OT;Canada;YYU;
Armstrong, OT;Canada;YYW;
MONT JOLI;Canada;YYY;Mont Joli
Toronto;Canada;YYZ;Toronto
Ashcroft, BC;Canada;YZA;
Beatton River, BC;Canada;YZC;
Gore Bay-Manitoulin, OT;Canada;YZE;
YELLOWKNIFE;Canada;YZF;Yellowknife
Salluit, QU;Canada;YZG;
Slave Lake, AL;Canada;YZH;
Buchans, NF;Canada;YZM;
Sandspit, BC;Canada;YZP;
Sarnia, OT;Canada;YZR;
Coral Harbour, NT;Canada;YZS;
Port Hardy, BC;Canada;YZT;
Whitecourt, AL;Canada;YZU;
SEPT-ILES;Canada;YZV;Sept-Iles
Teslin, YT;Canada;YZW;
CFB, NS;Canada;YZX;Greenwood
Alice Arm, BC;Canada;ZAA;
York Landing, MN;Canada;ZAC;
Zadar;Croatia;ZAD;Zadar
Zagreb;Croatia;ZAG;Zagreb
ZAHEDAN;Iran;ZAH;Zahedan
Zaranj;Afghanistan;ZAJ;
Pichoy;Chile;ZAL;Valdivia
Int'l, ZN;Philippines;ZAM;Zamboanga
Cahors;France;ZAO;Cahors
Zaria;Nigeria;ZAR;
Zhaotong;China;ZAT;
Zaragoza;Spain;ZAZ;Zaragoza
Dolni Benesov;Czech Republic;ZBE;Zabreh
Bathurst, NB;Canada;ZBF;
Fyn Train;Denmark;ZBJ;Fyn Train
Zabljak;Yugoslavia;ZBK;
Biloela, QL;Australia;ZBL;
Bromont, QU;Canada;ZBM;
Bowen, QL;Australia;ZBO;
Konarak;Iran;ZBR;Chah Bahar
Sayaboury;Laos;ZBY;
Arnsberg;Germany;ZCA;Arnsberg
Baden-Baden;Germany;ZCC;Baden-Baden
Bamberg;Germany;ZCD;Bamberg
La Calera;Mexico;ZCL;Zacatecas
Maquehue;Chile;ZCO;Temuco
Secunda;South Africa;ZEC;
Senggo;Indonesia;ZEG;
Denny Island, BC;Canada;ZEL;Bella Bella
East Main River, QU;Canada;ZEM;
Zenag;Papua New Guin;ZEN;
Zero;India;ZER;
Faro, YT;Canada;ZFA;
Old Fort Bay, QL;Australia;ZFB;
Fond-du-Lac, SA;Canada;ZFD;
South Trout Lake, OT;Canada;ZFL;
Fort McPherson, NT;Canada;ZFM;
Fort Norman, NT;Canada;ZFN;
Fairview, AL;Canada;ZFW;
Zhongchuan;China;ZGC;Lanzhou
Grand Forks, BC;Canada;ZGF;
Gods River, MN;Canada;ZGI;
South Galway, QL;Australia;ZGL;
Ngoma;Zambia;ZGM;
Little Grand Rapids, MN;Canada;ZGR;
Gethsemani, QU;Canada;ZGS;
Gaua;Vanuatu;ZGU;
Zhanjiang;China;ZHA;
Grenchen;Switzerland;ZHI;Grenchen
Shamshernagar;Bangladesh;ZHM;
High Prairie, AL;Canada;ZHP;
Les Eplatures;Switzerland;ZHV;Les Eplatures
Moscow Zhukovsky;Russia;ZIA;Moscow Zhukovsky
Maria Ester;Chile;ZIC;Victoria
Ziguinchor;Senegal;ZIG;
Ixtapie/Zihuatanejo;Mexico;ZIH;Ixtapie/Zihuatanejo
Jenpeg, MN;Canada;ZJG;
Locarno;Switzerland;ZJI;Locarno
Swan River, MN;Canada;ZJN;
Jena Schongleina;Germany;ZJS;Jena
Olten;Switzerland;ZJU;Olten
Kasaba Bay;Zambia;ZKB;
Kaschechewan, OT;Canada;ZKE;
Kegaska, QU;Canada;ZKG;
Bintuni;Indonesia;ZKL;Steenkol
Sette-Cama;Gabon;ZKM;
Kasompe;Zambia;ZKP;
El Gouera;Mauritania;ZLG;
Int'l;Mexico;ZLO;Manzanillo
La Tabatiere, QU;Canada;ZLT;
Sena Madureira, AC;Brazil;ZMD;
Magdeburg;Germany;ZMG;Magdeburg
108 Mile Airport, BC;Canada;ZMH;
Zamora;Mexico;ZMM;
Masset, BC;Canada;ZMT;
Nyac, AK;USA;ZNC;
Zinder;Niger;ZND;
Newman, WA;Australia;ZNE;
Negginan, MN;Canada;ZNG;
Aalen;Germany;ZNI;Heidenheim
Hildesheim;Germany;ZNO;Hildesheim
Ingolstadt;Germany;ZNQ;Ingolstadt
Namu, BC;Canada;ZNU;
Koblenz;Germany;ZNV;Koblenz
Zanzibar;Tanzania;ZNZ;Zanzibar
Ocean Falls, BC;Canada;ZOF;
Canal Bajo Hott Siebert;Chile;ZOS;Osorno
Sachigo Lake, OT;Canada;ZPB;
Pucon;Chile;ZPC;
OLDENBURG;Germany;ZPD;Oldenburg
Zephyrhills, FL;USA;ZPH;
Pinehouse Lake, SA;Canada;ZPO;
Solingen;Germany;ZQB;Solingen
Speyer;Germany;ZQC;Speyer
TRIER;Germany;ZQF;Trier
Donauschingen;Germany;ZQL;Donauschingen
Queenstown;New Zealand;ZQN;Queenstown
Queen Charlotte Island, BC;Canada;ZQS;
WORMS;Germany;ZQV;Worms
Zweibrucken;Germany;ZQW;Zweibrucken
Zurich;Switzerland;ZRH;Zuerich
Sujarwo Condronegoro;Indonesia;ZRI;Serui
Weagamow Lake, OT;Canada;ZRJ;Round Lake
Orai;Indonesia;ZRM;Sarmi
Tsiigehtchic, NT;Canada;ZRR;
Flexenpass Heliport;Austria;ZRS;Zurs-Lech
San Salvador;Bahamas;ZSA;
Saint Pierre de la Reunion;Reunion;ZSE;
Sandy Lake, OT;Canada;ZSJ;
Saint Paul, QU;Canada;ZSP;
Sassandra;Côte d'Ivoire;ZSS;
Stewart, BC;Canada;ZST;
Seal Cove, BC;Canada;ZSW;Prince Rupert
Tureia, TU;French Polynes;ZTA;
Tete a la Baleine, QU;Canada;ZTB;
Zakynthos;Greece;ZTH;Zakynthos Is
Shamattawa, MN;Canada;ZTM;
Zhitomir;Ukraine;ZTR;
Tahsis, BC;Canada;ZTS;
Neubrandenburg;Germany;ZUB;Neubrandenburg
Municipal, OT;Canada;ZUC;Ignace
Pupelde;Chile;ZUD;Ancud
Zuenoula;Côte d'Ivoire;ZUE;
Jiuzhou;China;ZUH;Zhuhai
Zulfi;Saudia Arabia;ZUL;
Churchill Falls, NF;Canada;ZUM;
Miandrivazo;Madagascar;ZVA;
Springvale, WA;Australia;ZVG;
Savannakhet;Laos;ZVK;
Andapa;Madagascar;ZWA;
Wollaston Lake, SA;Canada;ZWL;
Zunyi;China;ZYI;
Sylhet Osmani;Bangladesh;ZYL;
Mzuzu;Malawi;ZZU;
Zanesville, OH;USA;ZZV;
Unknown;The Netherlands;ZZZ;Onbekend
Fregate Island;Seychelles;;Fregate Island
Lushan;China;;Lushan
Hradec Kralove;Czech Republic;;Hradec Kralove
Grefrath-Niershorst;Germany;;Grefrath
K15-FA-1;The Netherlands;;Olie platf. K15-FA-1
Strausberg;Germany;;Strausberg
Landsberg;Germany;;Landsberg
Reichenbach;Switzerland;;Reichenbach
EISENHUTTENSTADT;Germany;;EISENHUTTENSTADT
Chitose Air Base;Japan;;Chitose
Schleissheim;Germany;;Oberschleissheim
Pamiers les Pujols;France;;Pamiers
Helm-A oil platform;;;Olie platform
Begishevo;Russia;;Begishevo
T�kol Airport;Hungary;;T�kol
Schlotheim;Germany;;Schlotheim
Bengalore;India;;Bengalore
Norvenisch Airport;Germany;;Norvenich
Finow;Germany;;Berlin Finow
K5-ACP;The Netherlands;;Olie platf. K5-ACP
A12-CPP HELIPAD OIL;;;
Toul;France;;Toul
Florennes Air Base;Belgium;;Florennes
Bourn;;;Bourn
OSTRA SJUKHUSET;Sweden;;GOTHENBURG
Welzow Airport;Germany;;Welzow
Rome;Italy;;Rome/ Lazio
Schleswig-Holstein;Germany;;Schleswig-Holstein
Bitburg;Germany;;Bitburg
Mollis;Switzerland;;Glarus
St Pieters Leeuw;Belgium;;St Pieters Leeuw
Flugplatz Holleberg;Germany;;Trendelburg
Niederstetten;Germany;;Niederstetten
Son Bonet;Spain;;Mallorca
Sezanne St Remy;France;;Sezanne
Aalen Heidenheim Elchingen;Germany;;Elchingen H�rtsfeld
Licola;Italy;;Licola
La Cote;Switzerland;;La Cote
Venice;Italy;;Venice
St. Johann;Austria;;St. Johann/ Tirol
Schachtholm;Germany;;Rendsburg
Amsterdam Heliport;The Netherlands;;Amsterdam
Dubendorf;Switzerland;;Dubendorf
Flugplatz Blumberg;Germany;;Blumberg
Pentacon D;The Netherlands;;Pentacon D
L10A Heliport;The Netherlands;;L10A Heliport
Bekescsaba;Hungary;;Bekescsaba
Alenco Valframbert;France;;Alenco Valframbert
Diest;Belgium;;Schaffen
Leer Papenburg;Germany;;Leer Papenburg
John Wayne Airport;USA;;Santa Ana
Muwaffaq Salti AB;Jordan;;Azraq Airbase
LA PERDIZ;Spain;;CIUDAD REAL
Nijlen Heliport;Belgium;;Nijlen
Biberach an der Riss;Germany;;Biberach an der Riss
De Voorst;The Netherlands;;De Voorst
Oil Platform P11-b;The Netherlands;;North Sea
Montbeugny;France;;Moulins
Schonhagen;Germany;;Schonhagen
Chievres AB;Belgium;;Chievres
Alverca;Portugal;;Lissabon
Oostwold airport;The Netherlands;;Oostwold
P6-A;;;P6-A
Kuhmo Airport;Finland;;Kuhmo
Vaernes AB;Norway;;Trondheim
Amendola Air Base;Italy;;Foggia
Schwarze heide;Germany;;Dinslaken
Dijon-Darois;France;;Dijon
Benazir Bhutto International;Pakistan;;Islamabad
St Stephan AB;Switzerland;;St Stephan
Rakkestad Airport;Norway;;Rakkestad
LE PLESSIS-BELLEVILLE;France;;Belleville
Dr�sov;Czech Republic;;Dr�sov
Mc Kinney, TX;USA;;Mc Kinney
Yverdon-les-Bain;Switzerland;;Yverdon-Les-Bain
Diepholz;Germany;;Diepholz
Grimbergen;Belgium;;Grimbergen
Lint Heliport;Belgium;;Liny
P-15ACD Oil Platform;The Netherlands;;P-15ACD Oil Platform
Ampfing-waldkraiburg;Germany;;Ampfing
Letnany Praha;Czech Republic;;Letnany
Voisins;France;;Voisins
Neubrandenburg;Germany;;Neubrandenburg
Beauvechain Air Base;Belgium;;Beauvechain
Kiel Airport;Belgium;;Kiel Airport
Warsaw;Poland;;Warsaw
el castano airport;Spain;;luciana
Airport Capo Bellavista;Italy;;Capo Bella Vista
K18 Kotter;;;K18 Kotter
Q13-A (oil platform);The Netherlands;;Q13-A (oil platform)
Uelzen;Germany;;Uelzen
K-Heist Westkapelle;Belgium;;KnokkeHeist Heliport
K2B-A (oil platform);Netherlands (the);;K2B-A (oil platform)
L2-FA-1 (OIL PLF);Netherlands (the);;L2-FA-1 (OIL PLF)
Olie platf. K9AB_B;Netherlands (the);;Olie platf. K9AB_B
Olie platf. J6-A;The Netherlands;;Olie platf. J6-A
kenneth kaunda;Zambia;;kenneth kaunda
Malmen Air Base;;;Linkoping
Spanhoe;United Kingdom of Great Britain and Northern Ireland;;Harringworth
Borkenberge Airport;Germany;;Borkenberge Airport
Orleans Bricy;France;;Orleans
Kleine Brogel;Belgium;;Peer
West michigan;USA;;Holland
Grossenhain;Germany;;Grossenhain
wunstorf air base;;;wunstorf
Cameri Air Base;Italy;;Cameri
Gray/ Saint_Adrien;France;;Gray/ Saint_Adrien
Sphinx International;Egypt;;Giza
Isa Air Base;Bahrain;;Isa Air Base
Panshanger;United Kingdom of Great Britain and Northern Ireland;;Herfordshire
Longside Heliport;United Kingdom of Great Britain and Northern Ireland;;Peterhead
P15-E Oil platform;Netherlands (the);;P15-E Oil platform
Wiener Neustadt;Austria;;Wiener Neustadt
Aeroporto di Bresso;Italy;;Milano
Full Sutton;United Kingdom of Great Britain and Northern Ireland;;York
Montijo Air Base;Portugal;;Montijo Air Base
Berlin;Germany;;Berlin
Laarbruch;Germany;;
Chalgrove;United Kingdom of Great Britain and Northern Ireland;;Chalgrove
Peterborough Sibson;United Kingdom of Great Britain and Northern Ireland;;Peterborough
Popham Airfield;United Kingdom of Great Britain and Northern Ireland;;Popham
Rufforth;United Kingdom of Great Britain and Northern Ireland;;Rufforth
Shobdon;United Kingdom of Great Britain and Northern Ireland;;Shobdon
L13-FE-1 Oil plf;Netherlands (the);;L13-FE-1 Oil plf
Bagby;United Kingdom of Great Britain and Northern Ireland;;Bagby
Dishforth AB;United Kingdom of Great Britain and Northern Ireland;;Dishforth AB
Wickenby Airport;United Kingdom of Great Britain and Northern Ireland;;Wickenby
LA CUESTA aIRPORT;Spain;;lA CUESTA
G17D-A Oil platform;;;G17D-A Oil platform
Maypole Airport;United Kingdom of Great Britain and Northern Ireland;;Hoath
Westerstede Felde;Germany;;Westerstede Felde
Schmallenberg;Germany;;Schmallenberg
Evora Airport;Portugal;;Evora Airport
Zell am See;Austria;;Zell am See
Papa AB;Hungary;;Papa
Marham;United Kingdom of Great Britain and Northern Ireland;;Marham
Aero Airport;Denmark;;Marstal
Solent Airport;United Kingdom of Great Britain and Northern Ireland;;Lee-On-Solent
Kamenz;Germany;;Kamenz
Wolverhampton;United Kingdom of Great Britain and Northern Ireland;;Wolverhampton
Bellegarde - Vouvray;France;;Vouvray
RAF Shawbury;United Kingdom of Great Britain and Northern Ireland;;Shawbury
Lapalisse - Perigny;France;;Perigny
Kiritz Airport;Germany;;Kiritz
Scalea;Italy;;Scalea
Opole;Poland;;Opole
St Louis Downton;United States of America (the);;St. Louis
Boorplatform L8-P4;Netherlands (the);;West-Terschelling
Aerodrome d'Andernos;France;;Andernos-les-Bains
Bar-sur-Seine;France;;Bar-sur-Seine
Rivoli Osoppo;Italy;;Rivoli
Antichan Airport Saint Girons;;;Saint Girons
A�rodrome de Villerupt;;;Serrouville
Sherburn in elmet;United Kingdom of Great Britain and Northern Ireland;;Sherburn in elmet
Casablanca TitMellil;Morocco;;Tit Mellil
Kiskunlachaza airprt;Hungary;;Budapest
Rome Urbe;Italy;;Rome
Kecskem�t Air Base;;;Kecskem�t
Flugplatz Nieder�blarn;Austria;;Nieder�blarn
La Caminera;Spain;;Ciudad Real
MARMANDE VIRAZEIL;;;MARMANDE VIRAZEIL
Turweston Airport;United Kingdom of Great Britain and Northern Ireland;;Turweston Aerodrome
Bad bremstedt;;;
Vlieland Heliport;Netherlands (the);;Vlieland
Schwandorf Airfield;Germany;;Schwandorf Airfield
Athboy Airport;Ireland;;
Plock Airport;;;Plock
Voorst;The Netherlands;;Voorst
Eslov Airport;Sweden;;Eslov
Ganderkesee-Atlas;Germany;;Ganderkesee-Atlas
GENK/ZWARTEB;Belgium;;Genk/Zwarteberg
Middelburg/M.Zeeland;The Netherlands;;Middelburg/M.Zeeland
Yerevan;Armenia;;Erevan
Bydgoszcz;Poland;;Bydgoszcz
HAGUENAU;France;;Haguenau
Monte Terminillo;Italy;;Monte Terminillo
STADTLOHN/WE;Germany;;Stadtlohn/Wenningfel
Hilversum;The Netherlands;;Hilversum
HOOGEVEEN;The Netherlands;;Hoogeveen
NIEDERSTETTE;Germany;;Niederstetten
RHEINE ESCHE;Germany;;Rheine Eschendorf
GUAYANCOURT;France;;Guayancourt
LANDSBERG;Germany;;Landsberg
DRACHTEN;The Netherlands;;Drachten
NEUBIBERG;Germany;;Neubiberg
Seppe Of Hoeven;The Netherlands;;Seppe Of Hoeven
ROTA (BASE N;Spain;;Rota (base Naval)
Laupheim;Germany;;Laupheim
TEXEL;The Netherlands;;Texel
P011;Ireland;;P011
Agadir;Morocco;;Agadir
Munster/Osna;Germany;;Munster/Osnabruck
Titograd;Montenegro;;Titograd
DEELEN;The Netherlands;;Deelen
15-Fa-1 (Oil-PLF);Netherlands (the);;L15-Fa-1 (Oil-PLF)
Zeltweg;Austria;;Zeltweg
Cottbus-Neuhausen;;;Brandenburg
Marl/Loemuhle;Germany;;Marl/Loemuhle
BOOR;Ireland;;BOOR
Tanagra;Greece;;Tanagra
Krems;Austria;;Krems
St.Cyplecole;France;;St.Cyr L'Ecole
LE CANNET;France;;LE LUC
Saumur;France;;Saumur
Karlshofen;Germany;;Karlshofen
WSIG  (BOOR);The Netherlands;;WSIG  (BOOR)
EMMELOORD;The Netherlands;;Emmeloord
Saint-Hubert;Belgium;;Saint-Hubert
GIEBELSTADT;Germany;;GIEBELSTADT
BOOR;Ireland;;BOOR
Noertrange;Luxembourg;;Noertrange
LONGUYON;France;;Longuyon/Villette
Wurzburg;Germany;;Wurzburg
Halle;Germany;;Halle
Magdeburg;Germany;;Magdeburg
Hoganas;Sweden;;Hoganas
Vilshoven;Germany;;Vilshoven
Suben;Austria;;Scharding
GUNZENHAUSEN;Germany;;Gunzenhausen
RXPL;The Netherlands;;BOOREILAND RXPL
Herzogenaurach;Germany;;Herzogenaurach
Chalon;France;;Chalon
Buochs;Switzerland;;Buochs (mil)
Hoevenen;Belgium;;Hoevenen
Rhein;Germany;;Rhein
P12C;Germany;;P12C
BOOREILAND F003;Ireland;;BOOREILAND F003
BOOR;Germany;;BOOR
Hildesheim (mil);Germany;;Hildesheim (mil)
Porta Westfalica;Germany;;Porta Westfalica
Ursel (mil);Belgium;;Ursel (mil)
Melsbroek;Belgium;;Melsbroek
Uetersen;Germany;;Uetersen
Coburg;Germany;;Coburg
BOOR;Ireland;;BOOR
Port Huron;USA;;Port Huron
Rothenburg;Germany;;Rothenburg O.D.T.
BOOR;Germany;;BOOR
Hartenholm;Germany;;Hartenholm
St. dizier;France;;St. dizier
Hassfurt;Germany;;Hassfurt
Cambrai;France;;Cambrai
Oerlinghausen;Germany;;Oerlinghausen
MEMMINGEN;Germany;;MEMMINGEN
Casement/Baldonnel;Ireland;;Casement/Baldonnel
Brasschaat;Belgium;;Brasschaat
Wahlstedt;Germany;;Wahlstedt
BLOIS;France;;Blois
Grafenwohr;Germany;;Grafenwohr
Vaxjo;Sweden;;Vaxjo
ROUDNICE;Czech Republic;;Roudnice
HESSENTAL;Germany;;Schwabisch Hall
Rottweil/Zepfenhan;Germany;;Rottweil/Zepfenhan
MONT ROYAL;Germany;;TRABEN-TRARBACH
VOSLAU;Austria;;Voslau
BREMGARTEN;Germany;;BREMGARTEN
wels;Austria;;wels
WERNEUCHEN;Germany;;WERNEUCHEN
Arvika;Sweden;;Arvika
Chartres;France;;Chartres
Elefsis;Greece;;Elefsis
Luzern;Switzerland;;Luzern - Beromunster
Brustum;Belgium;;Sint Truiden
Budel;The Netherlands;;Weert/Budel
Hohn;Germany;;Hohn
mainbullau;Germany;;mainbullau
BOOREILAND;Germany;;BOOREILAND
BOOR;Germany;;BOOR
Peine;Germany;;Peine
Rowh;Germany;;Northeim
Weston;Ireland;;Weston
Ameland;The Netherlands;;Ameland
Conde-Sur-Noireau;France;;Conde-Sur-Noireau
BOOR;Germany;;BOOR
PRUNAY;France;;REIMS/PRUNAY
Schweningen A Neckar;Germany;;Schweningen A Neckar
BOOR;The Netherlands;;ROWC
Koksijde;Belgium;;Koksijde
Prague;Czech Republic;;Prague
J06A  (BOOR);The Netherlands;;J06A  (BOOR)
Anklam;Germany;;Anklam
Frankfurt;Germany;;Frankfurt
Nordhorn;Germany;;Nordhorn
PCNF (BOOR);Germany;;PCNF (BOOR)
Mengen Duitsland;Germany;;Mengen Duitsland
ONBEKEND;Germany;;ONBEKEND
Offenburg/Baden;Germany;;Offenburg/Baden
Spa;Belgium;;Spa
BOOR;USA;;BOOR
Coleman (mil);Germany;;Coleman (mil)
RYN0;France;;RYN0
NRRA;Germany;;NRRA
Reichelsheim;Germany;;Reichelsheim
BOOREILAND;The Netherlands;;BOOREILAND
Unterzeil;Germany;;Unterzeil
Weiden,Oberpfalz;Germany;;Weiden,Oberpfalz
Kamp/Lintfort;Germany;;Kamp/Lintfort
BOOREILAND;USA;;BOOREILAND
Paris;France;;Paris
Ganderkesee;Germany;;Ganderkesee
BOOREILAND;USA;;BOOREILAND
Nort;The Netherlands;;Nort
Frankfurt;Germany;;Frankfurt
RYNM;France;;RYNM
Saint Brieux;France;;Saint Brieux
Dahlemer;Germany;;Dahlemer
Damme;Germany;;Damme
Finthen;Germany;;Finthen
NOORD ZEE;Germany;;NOORD ZEE
Eggenfelden;Germany;;Eggenfelden
K005;USA;;K005
NOWI (BOOR);Cuba;;NOWI (BOOR)
Besancon;France;;Besancon
Eggebek;Germany;;Eggebek
HORN;Cuba;;HORN
Avord AB;France;;Avord
Falkoping;Sweden;;Falkoping
Detmold;Germany;;Detmold
Auch;France;;Auch
Donauworth;Germany;;Donauworth
Aschaffenbur;Germany;;Aschaffenburg
Tannheim;Germany;;Tannheim
Vercelli;Italy;;Vercelli
Laon/Chambry;France;;Laon/Chambry
Gera Leumnitz;Germany;;Gera Leumnitz
Smalandsstenar;Sweden;;Smalandsstenar
Neuchatel;Switzerland;;Neuchatel
Kulmbach;Germany;;Kulmbach
MATTARELLO;Italy;;Trento
Epinal;France;;Epinal
Amougies;Belgium;;Amougies
NIKOLSDORF;Austria;;LIENZ
BOOREILAND;The Netherlands;;Booreiland Seam
Keiheuvel;Belgium;;Keiheuvel
Frejus;France;;Frejus
Allendorf;Germany;;Allendorf
K15-FB-1;Netherlands (the);;Olie platf. K15-FB-1
Graf Ignatievo Air Base;Bulgaria;;Graf Ignatievo
Heliport Maasvlakte;Netherlands (the);;Rotterdam
Bohmte-Bad Essen;Germany;;Bohmte
Campia Turzii;Romania;;Campia Turzii
J006;Romania;;J006
NL04;Romania;;NL04
Bretigny-Sur;France;;Bretigny-Sur-Orge
Bremgarten;Germany;;Bremgarten
K14-FA-1C PLATFORM;Netherlands (the);;K14-FA-1C PLATFORM
Meschede-Sch�ren;Germany;;Meschede
Neuhardenberg;Germany;;Neuhardenberg
Birrfeld;Switzerland;;Lupfig
HELIPORT K6-PC;Netherlands (the);;K6-PC
Marq-en-Baroeul Airfield;;;Lille
Siofok-Kiliti;;;Siofok
Aix-les-Milles;France;;Aix-les-Milles
Al Asad;;;Al Asad
Mnichovo Hradiste;Czech Republic;;Mnichovo Hradiste
Oil platform E17A-A;;;Oil platform E17A-A
AYDIN;Türkiye;;Aydin
Guvercinlik;Türkiye;;Guvercinlik
Isparta;Türkiye;;Isparta
Izmir;Türkiye;;Izmir
K003;Türkiye;;K003
ONBEKEND;Türkiye;;ONBEKEND
Oil Platf. K8-Fa-1;Netherlands (the);;Oil Platf. K8-Fa-1
Malacky Air Base;Slovakia;;Malacky
Aarsflyepl.;Denmark;;Aarsflyveplads
Private helideck;Denmark;;Aarhus
Kolding;Denmark;;Kolding
Herning/Kinderholm;Denmark;;Herning/Kinderholm
Krusa;Denmark;;Krusa-Padborg
Randers;Denmark;;Randers
Sydfyn tasinge;Denmark;;Tasinge
Ringsted;Denmark;;Ringsted
Tonder;Denmark;;Tonder
Samso;Denmark;;Samso
Buckeburg;Germany;;Buckeburg
Chateaudun;France;;Chateaudun
Andrewsfield;United Kingdom of Great Britain and Northern Ireland;;Andrewsfield
Bedford (civ);United Kingdom of Great Britain and Northern Ireland;;Bedford (civ)
BECCLES;United Kingdom of Great Britain and Northern Ireland;;Beccles
Olie plf K8-FA-2;Netherlands (the);;Olie plf K8-FA-2
Bletchley;United Kingdom of Great Britain and Northern Ireland;;Bletchley
BOOREILAND;United Kingdom of Great Britain and Northern Ireland;;BOOREILAND
BOOR;United Kingdom of Great Britain and Northern Ireland;;BOOR
Bracknell;United Kingdom of Great Britain and Northern Ireland;;Bracknell
BOOREILAND AMAT;United Kingdom of Great Britain and Northern Ireland;;BOOREILAND AMAT
BOOREILAND P009;United Kingdom of Great Britain and Northern Ireland;;BOOREILAND P009
Boscombe;United Kingdom of Great Britain and Northern Ireland;;Boscombe
Cardiff heliport;United Kingdom of Great Britain and Northern Ireland;;Cardiff
Church Fenton;United Kingdom of Great Britain and Northern Ireland;;Church Fenton
Cranfield;United Kingdom of Great Britain and Northern Ireland;;Cranfield
Crownfield;United Kingdom of Great Britain and Northern Ireland;;Crownfield
Cranwell;United Kingdom of Great Britain and Northern Ireland;;Cranwell
Culdrose;United Kingdom of Great Britain and Northern Ireland;;Culdrose
Derby;United Kingdom of Great Britain and Northern Ireland;;Derby
Earls Colne;United Kingdom of Great Britain and Northern Ireland;;Earls Colne
Dunkeswell;United Kingdom of Great Britain and Northern Ireland;;Dunkeswell
Dunsfold;United Kingdom of Great Britain and Northern Ireland;;Dunsfold
Farnborough;United Kingdom of Great Britain and Northern Ireland;;Farnborough (mil)
Finningley;United Kingdom of Great Britain and Northern Ireland;;Finningley
Fowlmere;United Kingdom of Great Britain and Northern Ireland;;Fowlmere
Henstridge;United Kingdom of Great Britain and Northern Ireland;;Henstridge
Great Yarmouth;United Kingdom of Great Britain and Northern Ireland;;Great Yarmouth
HDR0 (BOOR);United Kingdom of Great Britain and Northern Ireland;;HDR0 (BOOR)
Lashenden/Headcorn;United Kingdom of Great Britain and Northern Ireland;;Lashenden/Headcorn
Leavesden;United Kingdom of Great Britain and Northern Ireland;;Leavesden
Leconfield;United Kingdom of Great Britain and Northern Ireland;;Leconfield
L07Q;United Kingdom of Great Britain and Northern Ireland;;L07Q
Leeds East;United Kingdom of Great Britain and Northern Ireland;;Leeds East Airport
Manchester;United Kingdom of Great Britain and Northern Ireland;;Manchester
Manston;United Kingdom of Great Britain and Northern Ireland;;Manston
London;United Kingdom of Great Britain and Northern Ireland;;London
North Weald;United Kingdom of Great Britain and Northern Ireland;;North Weald
Nottingham;United Kingdom of Great Britain and Northern Ireland;;Nottingham
Montgomeryshire;United Kingdom of Great Britain and Northern Ireland;;Montgomeryshire
Retford;United Kingdom of Great Britain and Northern Ireland;;Retford
PTCG;United Kingdom of Great Britain and Northern Ireland;;PTCG
Santoft;United Kingdom of Great Britain and Northern Ireland;;Santoft
Scottish Atcc;United Kingdom of Great Britain and Northern Ireland;;Scottish Atcc
Stapleford;United Kingdom of Great Britain and Northern Ireland;;Stapleford
Sleap;United Kingdom of Great Britain and Northern Ireland;;Sleap
Sturgate;United Kingdom of Great Britain and Northern Ireland;;Sturgate
Thruxton;United Kingdom of Great Britain and Northern Ireland;;Thruxton
Valley;United Kingdom of Great Britain and Northern Ireland;;Valley
Wattisham;United Kingdom of Great Britain and Northern Ireland;;Wattisham
Wellesbourne Mountfo;United Kingdom of Great Britain and Northern Ireland;;Wellesbourne Mountfo
White Waltham;United Kingdom of Great Britain and Northern Ireland;;White Waltham
Wycombe Air Park;United Kingdom of Great Britain and Northern Ireland;;Wycombe Air Park
Woodford;United Kingdom of Great Britain and Northern Ireland;;Woodford
Dep. Krolewskie;Poland;;Chelm
Leszno Airport;Poland;;Leszno
Jelenia Gora;Poland;;Jelenia
Varazdin;Croatia;;Varazdin
Lubin Airport;Poland;;Lubin
Wielkopolski Airport;Poland;;Ostrow Wielkoplski
Malbork AB;Poland;;Malbork
KRZESINY;Poland;;POZNAN
Powidz;Poland;;Powidz
Torun;Poland;;Torun
Goetsenhoven Military Airfield;Belgium;;Tienen
Booreiland;The Netherlands;;Booreiland P012
Booreiland;The Netherlands;;Booreiland P006
Booreiland;The Netherlands;;Booreiland K018
Booreiland;The Netherlands;;Booreiland P018
NORR;The Netherlands;;NORR
Booreiland;The Netherlands;;Booreiland L007
Booreiland;The Netherlands;;Booreiland L010
